PropID,DataID,Property,Value,Prop_Type,Prop_refID,Obtained_from,From Org. Paper
prop3407,data010698,dG,-17.48912,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3408,data010699,dG,-17.9912,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3409,data010700,dG,-19.6648,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3410,data010701,dG,-19.28824,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3411,data010702,dG,-20.87816,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3412,data010703,dG,-21.3384,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3413,data010704,dG,-22.67728,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3414,data010705,dG,-28.57672,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3415,data010706,dG,-18.99536,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3416,data010707,dG,-26.19184,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3417,data010708,dG,-40.91952,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3418,data010709,dG,-43.76464,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3419,data010710,dG,-24.09984,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3420,data010711,dG,6.9036,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3421,data010712,dG,-14.72768,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3422,data010713,dG,-16.19208,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3423,data010714,dG,-18.4096,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3424,data010715,dG,-17.23808,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3425,data010716,dG,-36.02424,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3426,data010717,dG,-20.33424,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3427,data010718,dG,-17.74016,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3428,data010719,dG,-24.81112,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3429,data010720,dG,-22.30072,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3430,data010721,dG,-22.92832,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3431,data010722,dG,-26.10816,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3432,data010723,dG,-30.20848,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3433,data010724,dG,-25.9408,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3434,data010725,dG,-25.39688,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3435,data010726,dG,-25.89896,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3436,data010727,dG,-26.44288,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3437,data010728,dG,-18.49328,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3438,data010729,dG,-17.86568,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3439,data010730,dG,-18.66064,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3440,data010731,dG,-23.2212,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3441,data010732,dG,-20.20872,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3442,data010733,dG,-20.66896,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3443,data010734,dG,-19.58112,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3444,data010735,dG,-22.55176,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3445,data010736,dG,-23.38856,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3446,data010737,dG,-24.64376,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3447,data010738,dG,-47.02816,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3448,data010739,dG,-55.8564,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3449,data010740,dG,-29.0788,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3450,data010741,dG,-26.52656,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3451,data010742,dG,-32.50968,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3452,data010743,dG,-33.30464,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3453,data010744,dG,-39.83168,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3454,data010745,dG,-43.26256,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3455,data010746,dG,-33.13728,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3456,data010747,dG,-45.52192,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3457,data010748,dG,-42.59312,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3458,data010749,dG,-38.57648,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3459,data010750,dG,-44.68512,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3460,data010751,dG,-53.68072,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3461,data010752,dG,-39.62248,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3462,data010753,dG,-53.88992,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3463,data010754,dG,-51.6724,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3464,data010755,dG,-13.84904,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3465,data010756,dG,-22.71912,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3466,data010757,dG,-15.94104,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3467,data010758,dG,-16.35944,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3468,data010759,dG,-27.94912,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3469,data010760,dG,-19.28824,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3470,data010761,dG,-8.28432,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3471,data010762,dG,-16.35944,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3472,data010763,dG,-16.48496,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3473,data010764,dG,-17.9912,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3474,data010765,dG,-12.71936,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3475,data010766,dG,-19.12088,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3476,data010767,dG,-23.51408,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3477,data010768,dG,-14.10008,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3478,data010769,dG,-13.8072,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3479,data010770,dG,-14.0164,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3480,data010771,dG,-9.58136,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3481,data010772,dG,-13.43064,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3482,data010773,dG,-20.16688,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3483,data010774,dG,-22.67728,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3484,data010775,dG,-21.7568,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3485,data010776,dG,-37.19576,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3486,data010777,dG,-35.7732,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3487,data010778,dG,-38.74384,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3488,data010779,dG,-11.21312,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3489,data010780,dG,-19.91584,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3490,data010781,dG,-24.97848,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3491,data010782,dG,-14.26744,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3492,data010783,dG,-15.73184,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3493,data010784,dG,-15.64816,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3494,data010785,dG,-12.9704,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3495,data010786,dG,-17.74016,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3496,data010787,dG,-19.79032,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3497,data010788,dG,-23.13752,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3498,data010789,dG,-27.53072,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3499,data010790,dG,-28.61856,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3500,data010791,dG,-23.26304,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3501,data010792,dG,-12.38464,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3502,data010793,dG,-15.77368,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3503,data010794,dG,-17.23808,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3504,data010795,dG,-25.18768,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3505,data010796,dG,-3.7656,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3506,data010797,dG,-6.6944,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3507,data010798,dG,-6.40152,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3508,data010799,dG,-11.9244,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3509,data010800,dG,4.97896,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3510,data010801,dG,-15.0624,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3511,data010802,dG,-14.4348,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3512,data010803,dG,-11.0876,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3513,data010804,dG,-25.104,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3514,data010805,dG,-17.82384,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3515,data010806,dG,-18.11672,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3516,data010807,dG,-12.3428,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3517,data010808,dG,-39.07856,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3518,data010809,dG,-23.012,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3519,data010810,dG,-56.73504,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3520,data010811,dG,2.63592,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3521,data010812,dG,-2.76144,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3522,data010813,dG,-5.39736,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3523,data010814,dG,-7.5312,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3524,data010815,dG,-9.70688,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3525,data010816,dG,-11.84072,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3526,data010817,dG,-13.97456,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3527,data010818,dG,-16.06656,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3528,data010819,dG,-6.31784,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3529,data010820,dG,-6.65256,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3530,data010821,dG,-10.20896,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3531,data010822,dG,-13.8072,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3532,data010823,dG,-15.73184,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3533,data010824,dG,-15.73184,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3534,data010825,dG,-0.87864,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3535,data010826,dG,-5.10448,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3536,data010827,dG,-5.94128,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3537,data010828,dG,-7.322,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3538,data010829,dG,-6.94544,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3539,data010830,dG,-11.12944,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3540,data010831,dG,-0.79496,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3541,data010832,dG,-8.40984,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3542,data010833,dG,-11.2968,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3543,data010834,dG,-13.55616,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3544,data010835,dG,-18.828,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3545,data010836,dG,-20.41792,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3546,data010837,dG,-21.71496,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3547,data010838,dG,-22.34256,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3548,data010839,dG,-22.00784,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3549,data010840,dG,-21.966,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3550,data010841,dG,-30.16664,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3551,data010842,dG,-41.12872,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3552,data010843,dG,-18.78616,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3553,data010844,dG,-22.00784,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3554,data010845,dG,-35.52216,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3555,data010846,dG,-23.6396,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3556,data010847,dG,-20.16688,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3557,data010848,dG,-24.81112,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3558,data010849,dG,-20.58528,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3559,data010850,dG,-26.90312,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3560,data010851,dG,-33.09544,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3561,data010852,dG,-28.91144,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3562,data010853,dG,-33.93224,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3563,data010854,dG,-34.518,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3564,data010855,dG,-34.3088,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3565,data010856,dG,-31.08712,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3566,data010857,dG,-33.34648,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3567,data010858,dG,-38.4928,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3568,data010859,dG,-7.7404,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3569,data010860,dG,-18.07488,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3570,data010861,dG,-21.50576,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3571,data010862,dG,-12.92856,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3572,data010863,dG,-12.00808,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3573,data010864,dG,-11.2968,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3574,data010865,dG,-14.14192,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3575,data010866,dG,-11.33864,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3576,data010867,dG,-22.04968,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3577,data010868,dG,-18.78616,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3578,data010869,dG,-24.058,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3579,data010870,dG,-10.29264,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3580,data010871,dG,-17.3636,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3581,data010872,dG,-18.49328,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3582,data010873,dG,-27.57256,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3583,data010874,dG,-19.91584,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3584,data010875,dG,-21.25472,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3585,data010876,dG,-24.14168,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3586,data010877,dG,-22.3844,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3587,data010878,dG,-22.55176,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3588,data010879,dG,-25.14584,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3589,data010880,dG,-19.74848,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3590,data010881,dG,-26.86128,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3591,data010882,dG,-31.75656,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3592,data010883,dG,-29.03696,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3593,data010884,dG,-27.36336,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3594,data010885,dG,-28.20016,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3595,data010886,dG,-29.41352,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3596,data010887,dG,-31.7984,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3597,data010888,dG,-33.84856,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3598,data010889,dG,-10.37632,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3599,data010890,dG,-16.48496,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3600,data010891,dG,-17.3636,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3601,data010892,dG,-18.53512,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3602,data010893,dG,-18.6188,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3603,data010894,dG,-20.04136,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3604,data010895,dG,-21.00368,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3605,data010896,dG,-22.13336,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3606,data010897,dG,-28.40936,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3607,data010898,dG,-20.25056,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3608,data010899,dG,-25.85712,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3609,data010900,dG,-41.6308,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3610,data010901,dG,-44.18304,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3611,data010902,dG,-24.43456,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3612,data010903,dG,7.07096,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3613,data010904,dG,-15.10424,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3614,data010905,dG,-16.19208,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3615,data010906,dG,-18.32592,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3616,data010907,dG,-17.3636,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3617,data010908,dG,-35.89872,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3618,data010909,dG,-20.66896,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3619,data010910,dG,-17.86568,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3620,data010911,dG,-24.97848,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3621,data010912,dG,-22.88648,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3622,data010913,dG,-23.34672,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3623,data010914,dG,-25.77344,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3624,data010915,dG,-29.9156,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3625,data010916,dG,-24.85296,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3626,data010917,dG,-24.8948,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3627,data010918,dG,-25.35504,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3628,data010919,dG,-26.65208,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3629,data010920,dG,-18.11672,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3630,data010921,dG,-17.94936,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3631,data010922,dG,-19.12088,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3632,data010923,dG,-24.85296,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3633,data010924,dG,-19.28824,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3634,data010925,dG,-19.91584,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3635,data010926,dG,-18.4096,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3636,data010927,dG,-22.25888,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3637,data010928,dG,-25.35504,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3638,data010929,dG,-25.7316,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3639,data010930,dG,-47.86496,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3640,data010931,dG,-56.19112,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3641,data010932,dG,-28.61856,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3642,data010933,dG,-25.06216,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3643,data010934,dG,-32.17496,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3644,data010935,dG,-29.83192,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3645,data010936,dG,-37.78152,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3646,data010937,dG,-42.30024,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3647,data010938,dG,-32.46784,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3648,data010939,dG,-42.63496,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3649,data010940,dG,-39.99904,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3650,data010941,dG,-39.20408,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3651,data010942,dG,-43.42992,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3652,data010943,dG,-56.52584,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3653,data010944,dG,-42.42576,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3654,data010945,dG,-52.25816,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3655,data010946,dG,-52.21632,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3656,data010947,dG,-13.3888,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3657,data010948,dG,-22.42624,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3658,data010949,dG,-15.8992,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3659,data010950,dG,-17.65648,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3660,data010951,dG,-27.57256,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3661,data010952,dG,-19.95768,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3662,data010953,dG,-9.91608,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3663,data010954,dG,-17.3636,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3664,data010955,dG,-15.14608,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3665,data010956,dG,-16.3176,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3666,data010957,dG,-12.42648,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3667,data010958,dG,-18.91168,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3668,data010959,dG,-22.1752,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3669,data010960,dG,-13.93272,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3670,data010961,dG,-13.76536,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3671,data010962,dG,-13.51432,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3672,data010963,dG,-10.08344,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3673,data010964,dG,-13.26328,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3674,data010965,dG,-21.71496,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3675,data010966,dG,-24.93664,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3676,data010967,dG,-23.80696,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3677,data010968,dG,-40.41744,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3678,data010969,dG,-39.41328,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3679,data010970,dG,-43.05336,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3680,data010971,dG,-10.92024,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3681,data010972,dG,-19.53928,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3682,data010973,dG,-24.43456,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3683,data010974,dG,-14.26744,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3684,data010975,dG,-15.85736,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3685,data010976,dG,-15.60632,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3686,data010977,dG,-14.05824,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3687,data010978,dG,-18.07488,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3688,data010979,dG,-20.16688,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3689,data010980,dG,-24.35088,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3690,data010981,dG,-29.12064,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3691,data010982,dG,-29.288,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
